,typesV0,typesV1,ids,formula,labels
180,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'C', 'C', 'O', 'O', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C1', 'O0', 'N1', 'C3', 'C1', 'O0', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",184,c1cc(ccc1C(=O)NCC(=O)[O-])N,1
181,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'N', 'C', 'C', 'C', 'O', 'O', 'N', 'N', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C1', 'O0', 'N1', 'C3', 'C3', 'C6', 'O0', 'O0', 'N1', 'N6', 'C6', 'C1', 'C1', 'C1', 'O0', 'C6', 'C1', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",185,c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],1
182,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'O', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C6', 'C6', 'C6', 'C1', 'C1', 'C6', 'C1', 'C6', 'S7', 'O0', 'C1', 'O0', 'C6', 'C1', 'C1', 'C6', 'C1', 'C1', 'O0', 'C3', 'C3', 'N3', 'C3', 'C3', 'C3', 'C3', 'C3', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",186,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O,1
183,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C8', 'C3', 'N1', 'C3', 'C3', 'C8', 'C6', 'C1', 'C6', 'C6', 'C6', 'Cl0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",187,c1cc(ccc1C2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,1
184,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'N', 'N', 'C', 'C', 'O', 'N', 'C', 'O', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C6', 'C1', 'C1', 'C6', 'O0', 'C1', 'N6', 'N3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",188,c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)[N+](=O)[O-],1
185,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'N', 'N', 'C', 'C', 'Cl', 'C', 'C', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C8', 'C6', 'O0', 'O0', 'N1', 'N3', 'C3', 'C3', 'Cl0', 'C3', 'C3', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",189,c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,1
186,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'N', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C8', 'C6', 'O0', 'O0', 'N1', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",190,c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,1
187,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'N3', 'C3', 'C3', 'C3', 'N1', 'C3', 'C3', 'N1', 'C3', 'C3', 'C3', 'N1', 'C3', 'C3', 'C3', 'N1', 'C3', 'C3', 'C3', 'N1', 'C3', 'C3', 'N1', 'C3', 'C3', 'C3', 'N1', 'C3', 'C3', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",191,c1cc(ccc1C[NH+]2CCCNCC[NH2+]CCCNCC2)C[NH+]3CCCNCC[NH2+]CCCNCC3,1
188,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'S', 'O', 'O', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'N1', 'S6', 'O0', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",192,c1cc(ccc1C[NH3+])S(=O)(=O)N,1
189,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'O', 'N', 'C', 'N', 'N', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C3', 'C6', 'C1', 'N1', 'C6', 'C6', 'C1', 'O0', 'N6', 'C6', 'N1', 'N1', 'C1', 'O0', 'N1', 'C8', 'C3', 'C3', 'C6', 'O0', 'O0', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",193,c1cc(ccc1CCc2c[nH]c3c2c(=O)nc([nH]3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1
190,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'O', 'N', 'C', 'N', 'N', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'O', 'O', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C3', 'C6', 'C1', 'N1', 'C6', 'C6', 'C1', 'O0', 'N6', 'C6', 'N1', 'N1', 'C1', 'O0', 'N1', 'C8', 'C3', 'C3', 'C1', 'O0', 'O0', 'C1', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",194,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
191,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'N', 'C', 'C', 'Cl', 'C', 'C', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C3', 'C3', 'C6', 'O0', 'O0', 'N3', 'C3', 'C3', 'Cl0', 'C3', 'C3', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",195,c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,1
192,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'C3', 'C3', 'C3', 'N1', 'C3', 'C8', 'C6', 'C1', 'C1', 'C6', 'C6', 'C1', 'O0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",196,c1cc(ccc1CCCC[NH2+]C[C@@H](c2ccc(c(c2)O)O)O)O,1
193,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'O0', 'C8', 'C3', 'N3', 'C1', 'C1', 'N6', 'C1', 'C6', 'C1', 'C1', 'C6', 'C1', 'C6', 'Cl0', 'Cl0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",197,c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1
194,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'C3', 'S0', 'C8', 'C3', 'N3', 'C1', 'C1', 'N6', 'C1', 'C6', 'C1', 'C1', 'C6', 'C1', 'C6', 'Cl0', 'Cl0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",198,c1cc(ccc1CSC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1
195,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'S', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'N1', 'S6', 'O0', 'O0', 'C6', 'C1', 'C1', 'C6', 'C1', 'C1', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",199,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,1
196,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'S', 'O', 'O', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'N1', 'S6', 'O0', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",200,c1cc(ccc1N)S(=O)(=O)N,1
197,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'O', 'C', 'C', 'O', 'N', 'C', 'C', 'O', 'C', 'O', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'S', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'N3', 'C3', 'C3', 'O0', 'C3', 'C1', 'O0', 'N3', 'C3', 'C8', 'O0', 'C1', 'O0', 'C3', 'N1', 'C1', 'O0', 'C6', 'C1', 'C1', 'C6', 'S7', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",201,c1cc(ccc1N2CCOCC2=O)N3C[C@@H](OC3=O)CNC(=O)c4ccc(s4)Cl,1
198,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'N', 'C', 'N', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'N', 'C', 'N', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'N1', 'C6', 'N1', 'N1', 'C6', 'N1', 'N1', 'C3', 'C3', 'C3', 'C3', 'C3', 'C3', 'N1', 'C6', 'N1', 'N1', 'C6', 'N1', 'N1', 'C6', 'C1', 'C1', 'C6', 'C1', 'C1', 'Cl0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",202,c1cc(ccc1NC(=[NH2+])NC(=[NH2+])NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc2ccc(cc2)Cl)Cl,1
199,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'S', 'O', 'O', 'S', 'O', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'S', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'N1', 'C3', 'S6', 'O0', 'O0', 'S6', 'O0', 'O0', 'C6', 'C1', 'C1', 'C6', 'C1', 'C1', 'N1', 'C3', 'S6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",203,c1cc(ccc1NCS(=O)[O-])S(=O)(=O)c2ccc(cc2)NCS(=O)[O-],1
200,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",204,c1cc(ccc1O)O,1
201,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'O', 'N', 'O', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'O0', 'C3', 'C8', 'C3', 'O0', 'C1', 'O0', 'N1', 'O0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",205,c1cc(ccc1OCC(COC(=O)N)O)Cl,1
202,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'P', 'O', 'O', 'O', 'P', 'O', 'O', 'O', 'Cl', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'C1', 'C6', 'S7', 'C1', 'P0', 'O0', 'O0', 'O0', 'P0', 'O0', 'O0', 'O0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0']",206,c1cc(ccc1SC(P(=O)([O-])[O-])P(=O)([O-])[O-])Cl,1
203,"['C', 'C', 'C', 'C', 'N', 'C', 'C', 'O', 'O', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'N6', 'C1', 'C6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0']",207,c1cc(cnc1)C(=O)[O-],1
204,"['C', 'C', 'C', 'C', 'N', 'C', 'C', 'O', 'N', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'N6', 'C1', 'C1', 'O0', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",208,c1cc(cnc1)C(=O)N,1
205,"['C', 'C', 'C', 'C', 'N', 'C', 'C', 'C', 'O', 'P', 'O', 'O', 'O', 'P', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C1', 'N6', 'C1', 'C3', 'C8', 'O0', 'P0', 'O0', 'O0', 'O0', 'P0', 'O0', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",209,c1cc(cnc1)CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1
206,"['C', 'C', 'C', 'O', 'N', 'C', 'O', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'C8', 'N3', 'C1', 'O0', 'C6', 'C6', 'C1', 'O0', 'C6', 'C1', 'C1', 'C1', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",210,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,0
207,"['C', 'C', 'C', 'O', 'N', 'C', 'O', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'C8', 'N3', 'C1', 'O0', 'C6', 'C1', 'C1', 'C1', 'C1', 'C6', 'C1', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",211,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0
208,"['C', 'C', 'C', 'O', 'N', 'C', 'O', 'C', 'N', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'N', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'C8', 'N3', 'C3', 'C6', 'C6', 'C1', 'O0', 'C1', 'C1', 'C1', 'C6', 'N1', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",212,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,0
209,"['C', 'C', 'C', 'O', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'N', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C1', 'O0', 'N1', 'C6', 'C6', 'C1', 'C1', 'C6', 'C1', 'O0', 'C3', 'C3', 'C3', 'C3', 'N3', 'C3', 'C3', 'N3', 'C3', 'C3', 'C6', 'C6', 'C6', 'C1', 'C1', 'C1', 'Cl0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",213,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0
210,"['C', 'C', 'C', 'O', 'C', 'C', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'O', 'S', 'O', 'O', 'N', 'Cl', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'O0', 'C1', 'C3', 'N1', 'C6', 'C1', 'C6', 'C6', 'C1', 'C6', 'C6', 'O0', 'O0', 'S6', 'O0', 'O0', 'N1', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",214,c1cc(oc1)CNc2cc(c(cc2C(=O)[O-])S(=O)(=O)N)Cl,1
211,"['C', 'C', 'C', 'O', 'C', 'C', 'N', 'N', 'C', 'C', 'O', 'N', 'C', 'O', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'O0', 'C6', 'C1', 'N6', 'N3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",215,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],1
212,"['C', 'C', 'C', 'O', 'C', 'C', 'N', 'N', 'C', 'C', 'O', 'C', 'O', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'O0', 'C6', 'C1', 'N6', 'N3', 'C3', 'C3', 'O0', 'C1', 'O0', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",216,c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-],1
213,"['C', 'C', 'C', 'O', 'C', 'C', 'N', 'N', 'C', 'O', 'N', 'N', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'O0', 'C6', 'C1', 'N6', 'N1', 'C1', 'O0', 'N1', 'N6', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",217,c1cc(oc1/C=N/NC(=O)N)[N+](=O)[O-],1
214,"['C', 'C', 'C', 'C', 'C', 'O', 'O', 'Pt', 'O', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H']","['C3', 'C3', 'C8', 'C3', 'C1', 'O0', 'O0', 'Pt1', 'O0', 'C1', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",218,C1CC2(C1)C(=O)O[Pt]OC2=O,1
215,"['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'N', 'C', 'O', 'C', 'C', 'C', 'C', 'O', 'N', 'C', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C6', 'C6', 'C1', 'N1', 'C3', 'N3', 'C1', 'O0', 'C8', 'C3', 'C3', 'C1', 'O0', 'N1', 'C1', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",219,c1cc2c(c(c1)N)CN(C2=O)C3CCC(=O)NC3=O,1
216,"['C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'O', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'O', 'C', 'C', 'O', 'C', 'O', 'O', 'O', 'C', 'O', 'C', 'C', 'O', 'C', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C6', 'C6', 'C1', 'O0', 'C3', 'C8', 'C3', 'O0', 'C6', 'C1', 'C1', 'C1', 'C6', 'C6', 'C1', 'O0', 'C1', 'C6', 'O0', 'C1', 'O0', 'O0', 'O0', 'C1', 'O0', 'C1', 'C6', 'O0', 'C1', 'O0', 'O0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0', 'H0']",220,c1cc2c(c(c1)OCC(COc3cccc4c3c(=O)cc(o4)C(=O)[O-])O)c(=O)cc(o2)C(=O)[O-],1
217,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'Cl', 'Cl', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C6', 'C1', 'C6', 'C6', 'C6', 'N6', 'C1', 'O0', 'Cl0', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0']",221,c1cc2c(cc(c(c2nc1)O)Cl)Cl,1
218,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'O', 'I', 'Cl', 'H', 'H', 'H', 'H', 'H']","['C1', 'C1', 'C6', 'C6', 'C1', 'C6', 'C6', 'C6', 'N6', 'C1', 'O0', 'I6', 'Cl0', 'H0', 'H0', 'H0', 'H0', 'H0']",222,c1cc2c(cc(c(c2nc1)O)I)Cl,1
